exp_id,support_type,configuration,test_direction_code,mode,fit_group,candidate_channel_count,candidate_channels,auxiliary_valid_channel_count,auxiliary_valid_channels,decision_class,fft_target_estimate_hz,time_domain_estimate_median_hz,time_domain_estimate_min_hz,time_domain_estimate_max_hz,fft_time_relative_difference_median_pct,N_decay_valid_min,N_decay_valid_median,N_decay_all_min,final_adopted_frequency_hz,final_frequency_source,final_channel_or_aggregation,selection_reason,included_stiffness_baseline,included_stiffness_29_excluded_sensitivity,damping_valid_channel_count,included_damping_baseline,included_damping_29_excluded_sensitivity,included_NLI_baseline,included_NLI_29_excluded_sensitivity,auxiliary_note_counts
CA_13+07_Mid_RA,CA,CA_13+07_Mid,RA,axial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",14,"ch_01,ch_02,ch_03,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_15,ch_19,ch_20",auxiliary-rule-supported,0.337300002575,0.338061533545,0.335448339316,0.36887238942,0.225772595317,105.208424353,298.546643974,49.0138054342,0.3373,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,8,True,True,False,False,invalid: method_disagreement:5; invalid: poor_band_rejection:1; quantitative:14
CA_13+07_Mid_RA,CA,CA_13+07_Mid,RA,planar_rotation,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",1,ch_03,auxiliary-rule-supported,0.417800009251,0.441877000319,0.441877000319,0.441877000319,5.76280290455,175.361672913,175.361672913,5.18168105473,0.4178,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,1,True,True,True,True,invalid: low_r_squared:2; invalid: method_disagreement:10; invalid: poor_band_rejection:7; quantitative:1
CA_13+07_Mid_RA,CA,CA_13+07_Mid,RA,radial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",14,"ch_01,ch_02,ch_03,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_15,ch_19,ch_20",auxiliary-rule-supported,0.337300002575,0.338061533545,0.335448339316,0.36887238942,0.225772595317,105.208424353,298.546643974,49.0138054342,0.3373,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,8,True,True,True,True,invalid: method_disagreement:5; invalid: poor_band_rejection:1; quantitative:14
CA_13+07_Mid_RR,CA,CA_13+07_Mid,RR,axial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",6,"ch_06,ch_07,ch_08,ch_15,ch_19,ch_20",auxiliary-rule-supported,0.337399989367,0.336628695505,0.335432443337,0.340332542709,-0.228599254723,304.121249955,318.536377711,2.9983724855,0.3374,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,4,True,True,False,False,fast-decay:2; invalid: method_disagreement:12; quantitative:6
CA_13+07_Mid_RR,CA,CA_13+07_Mid,RR,planar_rotation,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",4,"ch_03,ch_04,ch_11,ch_12",auxiliary-rule-supported,0.423500001431,0.423895006861,0.406181657264,0.441107758997,0.0932716480664,41.3983956398,224.612098084,2.6054990588,0.4235,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,2,True,True,True,True,fast-decay:1; invalid: low_r_squared:3; invalid: method_disagreement:10; invalid: poor_band_rejection:2; quantitative:4
CA_13+07_Mid_RR,CA,CA_13+07_Mid,RR,radial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",6,"ch_06,ch_07,ch_08,ch_15,ch_19,ch_20",auxiliary-rule-supported,0.337399989367,0.336628695505,0.335432443337,0.340332542709,-0.228599254723,304.121249955,318.536377711,2.9983724855,0.3374,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,4,True,True,True,True,fast-decay:2; invalid: method_disagreement:12; quantitative:6
CA_13_A,CA,CA_13,A,axial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",10,"ch_05,ch_06,ch_09,ch_10,ch_13,ch_14,ch_17,ch_18,ch_19,ch_20",auxiliary-rule-supported,0.483099997044,0.46772806864,0.459076626504,0.477668097834,-3.18193510605,172.670422213,233.081472969,8.58632948745,0.4831,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,9,True,True,False,False,invalid: low_r_squared:1; invalid: method_disagreement:9; quantitative:10
CA_13_A,CA,CA_13,A,planar_rotation,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",1,ch_12,auxiliary-rule-supported,0.593900024891,0.566556782629,0.566556782629,0.566556782629,-4.6040143317,30.3909332937,30.3909332937,5.04583400148,0.5939,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,1,True,True,True,True,invalid: low_r_squared:1; invalid: method_disagreement:11; invalid: poor_band_rejection:6; invalid: too_short:1; quantitative:1
CA_13_A,CA,CA_13,A,radial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",10,"ch_05,ch_06,ch_09,ch_10,ch_13,ch_14,ch_17,ch_18,ch_19,ch_20",auxiliary-rule-supported,0.483099997044,0.46772806864,0.459076626504,0.477668097834,-3.18193510605,172.670422213,233.081472969,8.58632948745,0.4831,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,9,True,True,True,True,invalid: low_r_squared:1; invalid: method_disagreement:9; quantitative:10
CA_13_R,CA,CA_13,R,axial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",5,"ch_07,ch_08,ch_17,ch_18,ch_19",auxiliary-rule-supported,0.472999989986,0.466020771364,0.458391635829,0.48358904313,-1.47552193873,196.313348244,267.124852345,2.67911924328,0.473,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,5,True,True,False,False,fast-decay:3; invalid: low_r_squared:3; invalid: method_disagreement:7; invalid: poor_band_rejection:2; quantitative:5
CA_13_R,CA,CA_13,R,planar_rotation,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.549000024796,,,,,,,6.05832507362,0.549,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,invalid: low_r_squared:6; invalid: method_disagreement:11; invalid: poor_band_rejection:3
CA_13_R,CA,CA_13,R,radial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",5,"ch_07,ch_08,ch_17,ch_18,ch_19",auxiliary-rule-supported,0.472999989986,0.466020771364,0.458391635829,0.48358904313,-1.47552193873,196.313348244,267.124852345,2.67911924328,0.473,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,5,True,True,True,True,fast-decay:3; invalid: low_r_squared:3; invalid: method_disagreement:7; invalid: poor_band_rejection:2; quantitative:5
CA_13_Top_A,CA,CA_13_Top,A,axial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",11,"ch_05,ch_06,ch_09,ch_10,ch_11,ch_13,ch_14,ch_17,ch_18,ch_19,ch_20",auxiliary-rule-supported,0.434599995613,0.435228062208,0.433680915272,0.43853805379,0.144516014984,132.034998927,157.712079328,7.08789132845,0.4346,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,10,True,True,False,False,invalid: low_r_squared:3; invalid: method_disagreement:4; invalid: poor_band_rejection:2; quantitative:11
CA_13_Top_A,CA,CA_13_Top,A,planar_rotation,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.565400004387,,,,,,,6.4049643297,0.5654,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,invalid: low_r_squared:4; invalid: method_disagreement:10; invalid: poor_band_rejection:6
CA_13_Top_A,CA,CA_13_Top,A,radial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",11,"ch_05,ch_06,ch_09,ch_10,ch_11,ch_13,ch_14,ch_17,ch_18,ch_19,ch_20",auxiliary-rule-supported,0.434599995613,0.435228062208,0.433680915272,0.43853805379,0.144516014984,132.034998927,157.712079328,7.08789132845,0.4346,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,10,True,True,True,True,invalid: low_r_squared:3; invalid: method_disagreement:4; invalid: poor_band_rejection:2; quantitative:11
CA_13_Top_R,CA,CA_13_Top,R,axial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",9,"ch_07,ch_08,ch_09,ch_10,ch_13,ch_14,ch_17,ch_18,ch_19",auxiliary-rule-supported,0.437099993229,0.435222115196,0.426666666667,0.441541543657,-0.429622068657,11.3116670148,63.6440319341,2.98797184371,0.4371,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,7,True,True,False,False,fast-decay:2; invalid: low_r_squared:1; invalid: method_disagreement:8; quantitative:9
CA_13_Top_R,CA,CA_13_Top,R,planar_rotation,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.561200022697,,,,,,,5.91886439939,0.5612,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,invalid: low_r_squared:5; invalid: method_disagreement:7; invalid: poor_band_rejection:6; invalid: too_short:2
CA_13_Top_R,CA,CA_13_Top,R,radial,CA,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",9,"ch_07,ch_08,ch_09,ch_10,ch_13,ch_14,ch_17,ch_18,ch_19",auxiliary-rule-supported,0.437099993229,0.435222115196,0.426666666667,0.441541543657,-0.429622068657,11.3116670148,63.6440319341,2.98797184371,0.4371,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,7,True,True,True,True,fast-decay:2; invalid: low_r_squared:1; invalid: method_disagreement:8; quantitative:9
CSBD_07_A,CSBD,CSBD_07,A,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.69618999958,,,,,,,1.76767514223,0.69619,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:8; invalid: low_r_squared:7; invalid: method_disagreement:3; invalid: poor_band_rejection:2
CSBD_07_A,CSBD,CSBD_07,A,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.852199971676,,,,,,,2.49668173502,0.8522,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:3; invalid: low_r_squared:12; invalid: method_disagreement:3; invalid: poor_band_rejection:2
CSBD_07_A,CSBD,CSBD_07,A,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.545700013638,,,,,,,3.2773651419,0.5457,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:5; invalid: low_r_squared:8; invalid: method_disagreement:2; invalid: poor_band_rejection:4; invalid: too_short:1
CSBD_07_R,CSBD,CSBD_07,R,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.71280002594,,,,,,,2.57554607773,0.7128,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:10; invalid: low_r_squared:2; invalid: method_disagreement:8
CSBD_07_R,CSBD,CSBD_07,R,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.859600007534,,,,,,,2.05666178603,0.8596,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:7; invalid: low_r_squared:5; invalid: method_disagreement:2; invalid: poor_band_rejection:6
CSBD_07_R,CSBD,CSBD_07,R,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",3,"ch_05,ch_06,ch_09",auxiliary-rule-supported,0.529100000858,0.529370115734,0.52602601374,0.533840643715,0.0510517623883,12.6591408005,16.8444276273,2.55766411315,0.5291,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,1,True,True,True,True,fast-decay:2; invalid: low_r_squared:5; invalid: method_disagreement:4; invalid: poor_band_rejection:6; quantitative:3
CSBD_13_A,CSBD,CSBD_13,A,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.476300001144,,,,,,,2.46522401992,0.4763,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:10; invalid: low_r_squared:1; invalid: method_disagreement:4; invalid: poor_band_rejection:5
CSBD_13_A,CSBD,CSBD_13,A,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.559499979019,,,,,,,2.84119684346,0.5595,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:5; invalid: low_r_squared:7; invalid: method_disagreement:3; invalid: poor_band_rejection:5
CSBD_13_A,CSBD,CSBD_13,A,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.422100007534,,,,,,,2.43202205541,0.4221,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:6; invalid: low_r_squared:7; invalid: method_disagreement:2; invalid: poor_band_rejection:5
CSBD_13_R,CSBD,CSBD_13,R,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.477400004864,,,,,,,2.56415839212,0.4774,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:8; invalid: low_r_squared:4; invalid: method_disagreement:6; invalid: poor_band_rejection:1; invalid: too_short:1
CSBD_13_R,CSBD,CSBD_13,R,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.560500025749,,,,,,,2.57261104318,0.5605,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:4; invalid: low_r_squared:6; invalid: poor_band_rejection:9; invalid: too_short:1
CSBD_13_R,CSBD,CSBD_13,R,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.414999991655,,,,,,,2.39111375192,0.415,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:4; invalid: low_r_squared:9; invalid: method_disagreement:3; invalid: poor_band_rejection:4
CSB_07_A,CSB,CSB_07,A,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",9,"ch_05,ch_06,ch_09,ch_10,ch_13,ch_14,ch_17,ch_18,ch_19",auxiliary-rule-supported,0.587300002575,0.586786938813,0.551922730818,0.588383898362,-0.0873597411189,91.4209977608,120.556892159,4.81769239712,0.5873,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,8,True,True,True,True,fast-decay:1; invalid: low_r_squared:3; invalid: method_disagreement:3; invalid: poor_band_rejection:4; quantitative:9
CSB_07_A,CSB,CSB_07,A,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",8,"ch_05,ch_06,ch_09,ch_10,ch_13,ch_14,ch_17,ch_18",auxiliary-rule-supported,0.592999994755,0.586821363003,0.55199835263,0.588257081417,-1.04192779195,91.7296866886,116.225478722,5.26981898339,0.81829,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,7,True,True,True,True,invalid: low_r_squared:3; invalid: method_disagreement:4; invalid: poor_band_rejection:4; invalid: too_short:1; quantitative:8
CSB_07_A,CSB,CSB_07,A,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.411000013351,,,,,,,6.06064729688,0.411,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,invalid: low_r_squared:2; invalid: method_disagreement:18
CSB_07_R,CSB,CSB_07,R,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",12,"ch_01,ch_02,ch_03,ch_05,ch_06,ch_09,ch_10,ch_13,ch_14,ch_17,ch_18,ch_20",auxiliary-rule-supported,0.578599989414,0.565708209235,0.546931181957,0.592841705875,-2.2280989311,11.4138105512,218.443945683,5.87637721249,0.5786,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,12,True,True,True,True,invalid: low_r_squared:3; invalid: method_disagreement:2; invalid: poor_band_rejection:3; quantitative:12
CSB_07_R,CSB,CSB_07,R,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",12,"ch_01,ch_02,ch_03,ch_05,ch_06,ch_09,ch_10,ch_13,ch_14,ch_17,ch_18,ch_20",auxiliary-rule-supported,0.578599989414,0.565708209235,0.546931181957,0.592841705875,-2.2280989311,11.4138105512,218.443945683,5.87637721249,0.82229,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,12,True,True,False,False,invalid: low_r_squared:3; invalid: method_disagreement:2; invalid: poor_band_rejection:3; quantitative:12
CSB_07_R,CSB,CSB_07,R,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",1,ch_20,auxiliary-rule-supported,0.413899987936,0.422738130824,0.422738130824,0.422738130824,2.13533296583,400.39956369,400.39956369,2.74854425989,0.4139,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,1,True,True,False,False,fast-decay:1; invalid: low_r_squared:3; invalid: method_disagreement:14; invalid: poor_band_rejection:1; quantitative:1
CSB_13_A,CSB,CSB_13,A,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",8,"ch_01,ch_02,ch_05,ch_06,ch_13,ch_14,ch_17,ch_18",auxiliary-rule-supported,0.429100006819,0.430066106367,0.422603379352,0.433617171907,0.225145544723,94.4941292716,274.410248196,8.42280403385,0.4291,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: method_disagreement:3; invalid: poor_band_rejection:9; quantitative:8
CSB_13_A,CSB,CSB_13,A,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",13,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_13,ch_14,ch_16,ch_17,ch_18",auxiliary-rule-supported,0.461299985647,0.433440865798,0.42283469815,0.48492088138,-6.03926310771,49.2831315826,116.450937417,31.849534909,0.69267,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,9,True,True,True,True,invalid: method_disagreement:4; invalid: poor_band_rejection:3; quantitative:13
