exp_id,support_type,configuration,test_direction_code,mode,fit_group,candidate_channel_count,candidate_channels,auxiliary_valid_channel_count,auxiliary_valid_channels,decision_class,fft_target_estimate_hz,time_domain_estimate_median_hz,time_domain_estimate_min_hz,time_domain_estimate_max_hz,fft_time_relative_difference_median_pct,N_decay_valid_min,N_decay_valid_median,N_decay_all_min,final_adopted_frequency_hz,final_frequency_source,final_channel_or_aggregation,selection_reason,included_stiffness_baseline,included_stiffness_29_excluded_sensitivity,damping_valid_channel_count,included_damping_baseline,included_damping_29_excluded_sensitivity,included_NLI_baseline,included_NLI_29_excluded_sensitivity,auxiliary_note_counts
CSB_13_A,CSB,CSB_13,A,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",0,,manual-critical,0.348500013351,,,,,,,2.04199400823,0.3485,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,No channel passed all auxiliary rules; the frozen historical condition-level frequency therefore remains manual-critical.,True,False,0,False,False,False,False,fast-decay:4; invalid: low_r_squared:5; invalid: method_disagreement:11
CSB_13_R,CSB,CSB_13,R,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",3,"ch_17,ch_18,ch_20",auxiliary-rule-supported,0.440499991179,0.418678404309,0.418431128317,0.418720756268,-4.95382231707,382.641022137,426.303865813,6.3665904225,0.4405,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,3,True,True,True,True,invalid: low_r_squared:1; invalid: method_disagreement:7; invalid: poor_band_rejection:9; quantitative:3
CSB_13_R,CSB,CSB_13,R,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",3,"ch_17,ch_18,ch_20",auxiliary-rule-supported,0.440499991179,0.418678404309,0.418431128317,0.418720756268,-4.95382231707,382.641022137,426.303865813,6.3665904225,0.69567,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,3,True,True,False,False,invalid: low_r_squared:1; invalid: method_disagreement:7; invalid: poor_band_rejection:9; quantitative:3
CSB_13_R,CSB,CSB_13,R,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",1,ch_06,auxiliary-rule-supported,0.350400000811,0.347995937558,0.347995937558,0.347995937558,-0.686091109228,347.286031043,347.286031043,47.4955287499,0.3504,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,0,False,False,False,False,invalid: method_disagreement:16; invalid: poor_band_rejection:3; quantitative:1
TB_07+07_MidTop_AA,TB,TB_07+07_MidTop,AA,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",4,"ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.365200012922,0.380546928726,0.38013960627,0.380982824179,4.20233167041,40.442797231,43.4923268989,9.0943568018,0.3652,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,4,True,True,False,False,invalid: low_r_squared:3; invalid: method_disagreement:10; invalid: poor_band_rejection:3; quantitative:4
TB_07+07_MidTop_AA,TB,TB_07+07_MidTop,AA,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",6,"ch_05,ch_06,ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.402399986982,0.38004009667,0.367217429057,0.381734026817,-5.55663296109,43.3049184391,49.4549382801,9.1561690638,0.4024,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: low_r_squared:1; invalid: method_disagreement:8; invalid: poor_band_rejection:5; quantitative:6
TB_07+07_MidTop_AA,TB,TB_07+07_MidTop,AA,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",4,"ch_01,ch_02,ch_17,ch_18",auxiliary-rule-supported,0.319799989462,0.35181286971,0.339394268504,0.363915421533,10.0102818332,33.8225265855,172.563706544,2.52966908464,0.3198,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,2,True,True,True,True,fast-decay:1; invalid: low_r_squared:7; invalid: method_disagreement:3; invalid: poor_band_rejection:5; quantitative:4
TB_07+07_MidTop_AR,TB,TB_07+07_MidTop,AR,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",10,"ch_01,ch_02,ch_09,ch_10,ch_11,ch_12,ch_15,ch_16,ch_17,ch_18",auxiliary-rule-supported,0.359400004148,0.359325226618,0.33982371456,0.386650335887,-0.0208062131008,21.8658603124,32.5353502655,2.94819417403,0.3594,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,fast-decay:2; invalid: low_r_squared:5; invalid: method_disagreement:3; quantitative:10
TB_07+07_MidTop_AR,TB,TB_07+07_MidTop,AR,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",8,"ch_01,ch_02,ch_03,ch_04,ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.408699989319,0.385811525654,0.359387263141,0.408998078161,-5.60030933757,36.5591540545,83.7155371326,4.39033702526,0.4087,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,fast-decay:1; invalid: low_r_squared:3; invalid: method_disagreement:3; invalid: poor_band_rejection:5; quantitative:8
TB_07+07_MidTop_AR,TB,TB_07+07_MidTop,AR,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",3,"ch_02,ch_17,ch_18",auxiliary-rule-supported,0.320300012827,0.339355479106,0.33930569355,0.359298423871,5.94925554676,38.5673245445,38.880033447,2.90896151349,0.3203,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,2,True,True,False,False,fast-decay:2; invalid: low_r_squared:9; invalid: method_disagreement:3; invalid: poor_band_rejection:3; quantitative:3
TB_07+07_MidTop_RA,TB,TB_07+07_MidTop,RA,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",8,"ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18",auxiliary-rule-supported,0.371100008488,0.376336064995,0.342639084547,0.386419560558,1.41095564212,25.9479805735,33.4496002501,13.5175775792,0.3711,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,8,True,True,True,True,invalid: low_r_squared:6; invalid: method_disagreement:6; quantitative:8
TB_07+07_MidTop_RA,TB,TB_07+07_MidTop,RA,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",7,"ch_05,ch_06,ch_11,ch_12,ch_15,ch_16,ch_20",auxiliary-rule-supported,0.409900009632,0.384858564478,0.373919439591,0.394689237044,-6.10915944526,20.1747865941,31.5828367322,17.8931191805,0.4099,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: low_r_squared:1; invalid: method_disagreement:11; invalid: poor_band_rejection:1; quantitative:7
TB_07+07_MidTop_RA,TB,TB_07+07_MidTop,RA,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",3,"ch_17,ch_18,ch_19",auxiliary-rule-supported,0.321299999952,0.34237088727,0.338513803505,0.342374084149,6.55801037053,28.3333585458,32.0983840752,3.10632839954,0.3213,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,3,True,True,True,True,fast-decay:1; invalid: low_r_squared:4; invalid: method_disagreement:6; invalid: poor_band_rejection:6; quantitative:3
TB_07+07_MidTop_RR,TB,TB_07+07_MidTop,RR,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",6,"ch_11,ch_12,ch_15,ch_16,ch_17,ch_18",auxiliary-rule-supported,0.362500011921,0.384359182397,0.339715784069,0.386125432074,6.03011579501,24.8509345672,26.3378914911,14.8327392378,0.3625,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: low_r_squared:2; invalid: method_disagreement:7; invalid: poor_band_rejection:5; quantitative:6
TB_07+07_MidTop_RR,TB,TB_07+07_MidTop,RR,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",4,"ch_03,ch_04,ch_12,ch_15",auxiliary-rule-supported,0.417600005865,0.401600986282,0.384165493196,0.417402859334,-3.83118279646,31.4829897222,69.491077672,11.9896720084,0.4176,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,4,True,True,True,True,invalid: low_r_squared:2; invalid: method_disagreement:5; invalid: poor_band_rejection:9; quantitative:4
TB_07+07_MidTop_RR,TB,TB_07+07_MidTop,RR,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",4,"ch_05,ch_06,ch_17,ch_18",auxiliary-rule-supported,0.321599990129,0.330502105522,0.321335089718,0.339715784069,2.76807079157,34.0128008761,104.064418246,2.10421908742,0.3216,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,2,True,True,False,False,fast-decay:3; invalid: low_r_squared:3; invalid: method_disagreement:4; invalid: poor_band_rejection:5; invalid: too_short:1; quantitative:4
TB_07+07_Mid_AA,TB,TB_07+07_Mid,AA,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",8,"ch_03,ch_07,ch_11,ch_12,ch_15,ch_16,ch_17,ch_18",auxiliary-rule-supported,0.381500005722,0.40580811182,0.354370302302,0.428810803013,6.37171840977,24.5888580188,44.66964492,2.68244099023,0.3815,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,7,True,True,True,True,fast-decay:1; invalid: low_r_squared:4; invalid: method_disagreement:6; invalid: poor_band_rejection:1; quantitative:8
TB_07+07_Mid_AA,TB,TB_07+07_Mid,AA,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",5,"ch_07,ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.430000007153,0.406644196494,0.405471954611,0.412903509955,-5.43158378369,33.2158235525,48.8369068123,31.3261885211,0.43,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,4,True,True,True,True,invalid: low_r_squared:1; invalid: method_disagreement:10; invalid: poor_band_rejection:4; quantitative:5
TB_07+07_Mid_AA,TB,TB_07+07_Mid,AA,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",3,"ch_17,ch_18,ch_20",auxiliary-rule-supported,0.333999991417,0.353976930818,0.353976483319,0.357729597563,5.98111973478,27.4634164943,27.4962486934,2.80506552792,0.334,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,3,True,True,True,True,fast-decay:2; invalid: low_r_squared:4; invalid: method_disagreement:5; invalid: poor_band_rejection:6; quantitative:3
TB_07+07_Mid_AR,TB,TB_07+07_Mid,AR,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",7,"ch_01,ch_02,ch_07,ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.38330000639,0.405461479865,0.383488903987,0.420216389324,5.78175661527,18.6035041401,45.7039644919,10.2937133216,0.3833,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,5,True,True,True,True,invalid: low_r_squared:6; invalid: method_disagreement:4; invalid: poor_band_rejection:3; quantitative:7
TB_07+07_Mid_AR,TB,TB_07+07_Mid,AR,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",6,"ch_04,ch_11,ch_12,ch_15,ch_16,ch_20",auxiliary-rule-supported,0.429699987173,0.409997871958,0.405634168459,0.429182649809,-4.58508629342,27.0240900133,46.9981353071,26.0170021534,0.4297,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: low_r_squared:2; invalid: method_disagreement:7; invalid: poor_band_rejection:5; quantitative:6
TB_07+07_Mid_AR,TB,TB_07+07_Mid,AR,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",2,"ch_17,ch_18",auxiliary-rule-supported,0.333400011063,0.354025190349,0.354007827506,0.354042553191,6.18631631732,25.9166498199,25.9817628421,3.09303858663,0.3334,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,2,True,True,True,True,fast-decay:1; invalid: low_r_squared:6; invalid: method_disagreement:6; invalid: poor_band_rejection:5; quantitative:2
TB_07+07_Mid_RA,TB,TB_07+07_Mid,RA,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",8,"ch_01,ch_02,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16",auxiliary-rule-supported,0.387199997902,0.396423863258,0.383784076101,0.411247904349,2.38219664413,29.0021704028,48.8534496553,7.7137596382,0.3872,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: low_r_squared:9; invalid: method_disagreement:1; invalid: poor_band_rejection:2; quantitative:8
TB_07+07_Mid_RA,TB,TB_07+07_Mid,RA,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",7,"ch_02,ch_03,ch_04,ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.432000011206,0.411659218208,0.387879138929,0.435978978339,-4.70851677555,34.1296856853,36.4921209466,2.70000007004,0.432,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,4,True,True,True,True,fast-decay:1; invalid: low_r_squared:1; invalid: method_disagreement:4; invalid: poor_band_rejection:7; quantitative:7
TB_07+07_Mid_RA,TB,TB_07+07_Mid,RA,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",2,"ch_17,ch_18",auxiliary-rule-supported,0.337000012398,0.356005229576,0.355834365692,0.356176093461,5.63953011261,27.2823078037,27.3481913061,10.5970664899,0.337,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,2,True,True,True,True,invalid: low_r_squared:6; invalid: method_disagreement:8; invalid: poor_band_rejection:4; quantitative:2
TB_07+07_Mid_RR,TB,TB_07+07_Mid,RR,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",6,"ch_11,ch_12,ch_15,ch_16,ch_17,ch_18",auxiliary-rule-supported,0.386799991131,0.408971578049,0.357588681993,0.415842021616,5.73205466051,25.4589820162,28.4998681665,3.39962380205,0.3868,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,fast-decay:1; invalid: low_r_squared:8; invalid: method_disagreement:5; quantitative:6
TB_07+07_Mid_RR,TB,TB_07+07_Mid,RR,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",6,"ch_05,ch_06,ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.426600009203,0.410426486544,0.384879847173,0.416157504266,-3.79126167598,31.0784079104,34.1402868165,13.3312502876,0.4266,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: low_r_squared:2; invalid: method_disagreement:6; invalid: poor_band_rejection:6; quantitative:6
TB_07+07_Mid_RR,TB,TB_07+07_Mid,RR,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",2,"ch_17,ch_18",auxiliary-rule-supported,0.336100012064,0.354717578412,0.354517576572,0.354917580251,5.5392935672,26.2575781725,26.3068672393,8.96049354163,0.3361,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,2,True,True,False,False,invalid: low_r_squared:5; invalid: method_disagreement:9; invalid: poor_band_rejection:4; quantitative:2
TB_07+13_MidTop_AA,TB,TB_07+13_MidTop,AA,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",9,"ch_01,ch_02,ch_08,ch_11,ch_12,ch_15,ch_16,ch_17,ch_18",auxiliary-rule-supported,0.31589999795,0.338513530668,0.304938778622,0.340108540585,7.15844661763,25.8517079222,36.1246179055,7.95919521834,0.3159,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: low_r_squared:5; invalid: method_disagreement:5; invalid: poor_band_rejection:1; quantitative:9
TB_07+13_MidTop_AA,TB,TB_07+13_MidTop,AA,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",7,"ch_05,ch_06,ch_08,ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.355399996042,0.338589709801,0.318168643615,0.340751225394,-4.72996241651,29.0147845969,42.9323195219,9.44031239487,0.3554,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,7,True,True,True,True,invalid: low_r_squared:3; invalid: method_disagreement:8; invalid: poor_band_rejection:2; quantitative:7
TB_07+13_MidTop_AA,TB,TB_07+13_MidTop,AA,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",4,"ch_01,ch_02,ch_17,ch_18",auxiliary-rule-supported,0.287000000477,0.311791345022,0.304574658863,0.318723178602,8.63809913024,55.6060778924,169.116898476,12.8925853214,0.287,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,2,True,True,False,False,invalid: low_r_squared:6; invalid: method_disagreement:3; invalid: poor_band_rejection:7; quantitative:4
TB_07+13_MidTop_AR,TB,TB_07+13_MidTop,AR,axial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",9,"ch_01,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18",auxiliary-rule-supported,0.310499995947,0.313754792656,0.30214417269,0.339215902442,1.0482437204,29.8066955109,48.6972668643,6.73151571213,0.3105,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,9,True,True,True,True,invalid: low_r_squared:5; invalid: method_disagreement:6; quantitative:9
TB_07+13_MidTop_AR,TB,TB_07+13_MidTop,AR,planar_rotation,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",5,"ch_03,ch_11,ch_12,ch_15,ch_16",auxiliary-rule-supported,0.355899989605,0.339215183272,0.338155077919,0.359066573384,-4.68806035984,35.5204205125,42.7146896724,21.7571628845,0.3559,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,4,True,True,True,True,invalid: method_disagreement:8; invalid: poor_band_rejection:7; quantitative:5
TB_07+13_MidTop_AR,TB,TB_07+13_MidTop,AR,radial,OTHERS,20,"ch_01,ch_02,ch_03,ch_04,ch_05,ch_06,ch_07,ch_08,ch_09,ch_10,ch_11,ch_12,ch_13,ch_14,ch_15,ch_16,ch_17,ch_18,ch_19,ch_20",7,"ch_02,ch_05,ch_06,ch_13,ch_14,ch_17,ch_18",auxiliary-rule-supported,0.286900013685,0.302338191558,0.299415540864,0.313711860403,5.38103072008,6.50006409006,44.5199104536,6.50006409006,0.2869,COMPARE_6.xlsx condition-level frequency,not encoded in the frozen condition-level source,The historical condition-level frequency is supported by at least one channel passing the auxiliary rules; the auxiliary rules did not replace the documented manual decision.,True,True,6,True,True,True,True,invalid: low_r_squared:3; invalid: method_disagreement:5; invalid: poor_band_rejection:5; quantitative:7
