mode,fit_group,n_total,n_used,outlier_policy,A,B,r2,rmse,mae
radial,CA,16,16,none,272.8202146046651,-0.4045272173644761,0.9964697700087555,0.007351533014436187,0.005814832768425517
radial,OTHERS,40,40,none,30.45839197950269,-0.29338204004292534,0.9740379778394398,0.010950728755899072,0.006356540580364431
axial,CA,16,16,none,272.8202146046651,-0.4045272173644761,0.9964697700087555,0.007351533014436187,0.005814832768425517
axial,OTHERS,40,40,none,4.11240407930609,0.30735680658145115,0.9777984350774819,0.016653092003735645,0.009527041135832776
planar_rotation,CA,16,16,none,26080.005189614316,-1.2128518542122262,0.9736938345233442,0.02264442415740534,0.019265887807305537
planar_rotation,OTHERS,40,40,none,2080.4915548091826,-0.8699040840291452,0.9747124983162445,0.025067588472790246,0.01647382934737045
