eta,delta_f_pct
0.01,0.498756211208895
0.02,0.995049383620783
0.05,2.469507659595993
0.1,4.880884817015163
0.2,9.544511501033215
0.5,22.474487139158896
1.0,41.42135623730952
2.0,73.20508075688772
5.0,144.9489742783178
