exp_id,mode,fit_group,m,l,r,f_exp_compare6,f_exp_h5,f_exp_used,f_pend,f_fit,fit_used,err_abs_hz,err_rel,A_mode,B_mode
CA_13+07_Mid_AR,radial,CA,556.6,2.338,0.008,0.3365,0.33649998903274536,0.3365,0.32601109607798334,0.3409736616371026,True,0.004473661637102555,0.013294685400007592,272.8202146046651,-0.4045272173644761
CA_13+07_Mid_RA,radial,CA,556.6,2.338,0.008,0.3373,0.33730000257492065,0.3373,0.32601109607798334,0.3409736616371026,True,0.0036736616371025876,0.010891377518833643,272.8202146046651,-0.4045272173644761
CA_13+07_Mid_RR,radial,CA,556.6,2.338,0.008,0.3374,0.33739998936653137,0.3374,0.32601109607798334,0.3409736616371026,True,0.0035736616371025987,0.01059176537374807,272.8202146046651,-0.4045272173644761
TB_07_A,radial,OTHERS,417.74,1.168,0.008,0.4682,nan,0.4682,0.4612466383316944,0.4722650382882898,True,0.004065038288289802,0.008682268877167453,30.45839197950269,-0.29338204004292534
TB_07_R,radial,OTHERS,417.74,1.168,0.008,0.4677,0.4677000045776367,0.4677,0.4612466383316944,0.4722650382882898,True,0.004565038288289802,0.009760612119499256,30.45839197950269,-0.29338204004292534
TB_13_A,radial,OTHERS,417.74,1.768,0.008,0.3691,0.36910000443458557,0.3691,0.37489832926630984,0.38016282757779885,True,0.011062827577798862,0.029972439929013443,30.45839197950269,-0.29338204004292534
TB_13_R,radial,OTHERS,417.74,1.768,0.008,0.3704,0.37040001153945923,0.3704,0.37489832926630984,0.38016282757779885,True,0.009762827577798838,0.026357525857988225,30.45839197950269,-0.29338204004292534
TB_07_Top_A,radial,OTHERS,451.94,1.428,0.008,0.4256,0.42559999227523804,0.4256,0.4171483514492538,0.42485289413641125,True,0.0007471058635887262,0.001755417912567496,30.45839197950269,-0.29338204004292534
TB_07_Top_R,radial,OTHERS,451.94,1.428,0.008,0.4224,0.42239999771118164,0.4224,0.4171483514492538,0.42485289413641125,True,0.0024528941364112544,0.00580704104264028,30.45839197950269,-0.29338204004292534
TB_13_Top_A,radial,OTHERS,451.94,2.028,0.008,0.3517,0.3517000079154968,0.3517,0.3500424057734455,0.35416325624418066,True,0.002463256244180645,0.0070038562530015495,30.45839197950269,-0.29338204004292534
TB_13_Top_R,radial,OTHERS,451.94,2.028,0.008,0.352,0.35199999809265137,0.352,0.3500424057734455,0.35416325624418066,True,0.002163256244180678,0.006145614330058745,30.45839197950269,-0.29338204004292534
