exp_id,mode,fit_group,m,l,r,f_exp_compare6,f_exp_h5,f_exp_used,f_pend,f_fit,fit_used,err_abs_hz,err_rel,A_mode,B_mode
CA_13+07_Mid_AA,planar_rotation,CA,556.6,2.338,0.008,0.4109,0.4108999967575073,0.4109,0.32601109607798334,0.42508774093016044,True,0.014187740930160453,0.03452845200817828,26080.005189614316,-1.2128518542122262
CA_13+07_Mid_AR,planar_rotation,CA,556.6,2.338,0.008,0.412,0.41200000047683716,0.412,0.32601109607798334,0.42508774093016044,True,0.013087740930160463,0.031766361480972,26080.005189614316,-1.2128518542122262
CA_13+07_Mid_RA,planar_rotation,CA,556.6,2.338,0.008,0.4178,0.41780000925064087,0.4178,0.32601109607798334,0.42508774093016044,True,0.007287740930160436,0.017443132910867486,26080.005189614316,-1.2128518542122262
CA_13+07_Mid_RR,planar_rotation,CA,556.6,2.338,0.008,0.4235,0.4235000014305115,0.4235,0.32601109607798334,0.42508774093016044,True,0.0015877409301604528,0.003749093105455615,26080.005189614316,-1.2128518542122262
TB_07_A,planar_rotation,OTHERS,417.74,0.778,0.008,0.6965,nan,0.6965,0.5651514378149545,0.6579893506515796,True,0.03851064934842041,0.05529167171345357,2080.4915548091826,-0.8699040840291452
TB_07_R,planar_rotation,OTHERS,417.74,0.778,0.008,0.6962,0.6962000131607056,0.6962,0.5651514378149545,0.6579893506515796,True,0.038210649348420445,0.05488458682622873,2080.4915548091826,-0.8699040840291452
TB_13_A,planar_rotation,OTHERS,417.74,1.378,0.008,0.4848,0.4848000109195709,0.4848,0.42464892259623516,0.4993870451391206,True,0.014587045139120569,0.03008878947838401,2080.4915548091826,-0.8699040840291452
TB_13_R,planar_rotation,OTHERS,417.74,1.378,0.008,0.485,0.48500001430511475,0.485,0.42464892259623516,0.4993870451391206,True,0.014387045139120591,0.029664010596124932,2080.4915548091826,-0.8699040840291452
TB_07_Top_A,planar_rotation,OTHERS,451.94,1.038,0.008,0.599,0.5989999771118164,0.599,0.4892783042802312,0.5713925612686154,True,0.027607438731384604,0.046089213241042745,2080.4915548091826,-0.8699040840291452
TB_07_Top_R,planar_rotation,OTHERS,451.94,1.038,0.008,0.5712,0.5712000131607056,0.5712,0.4892783042802312,0.5713925612686154,True,0.00019256126861533218,0.00033711706690359275,2080.4915548091826,-0.8699040840291452
TB_13_Top_A,planar_rotation,OTHERS,451.94,1.638,0.008,0.4517,0.45170000195503235,0.4517,0.3894912329737223,0.45855309197370314,True,0.0068530919737031515,0.015171777670363408,2080.4915548091826,-0.8699040840291452
TB_13_Top_R,planar_rotation,OTHERS,451.94,1.638,0.008,0.454,0.45399999618530273,0.454,0.3894912329737223,0.45855309197370314,True,0.004553091973703127,0.010028836946482659,2080.4915548091826,-0.8699040840291452
TB_07+07_Mid_AA,planar_rotation,OTHERS,451.94,1.837,0.008,0.43,0.4300000071525574,0.43,0.367790118845413,0.433909395975074,True,0.003909395975074004,0.00909161854668373,2080.4915548091826,-0.8699040840291452
TB_07+07_Mid_AR,planar_rotation,OTHERS,451.94,1.837,0.008,0.4297,0.42969998717308044,0.4297,0.367790118845413,0.433909395975074,True,0.004209395975073971,0.009796127472827485,2080.4915548091826,-0.8699040840291452
TB_07+07_Mid_RA,planar_rotation,OTHERS,451.94,1.837,0.008,0.432,0.4320000112056732,0.432,0.367790118845413,0.433909395975074,True,0.001909395975074002,0.004419898090449079,2080.4915548091826,-0.8699040840291452
TB_07+07_Mid_RR,planar_rotation,OTHERS,451.94,1.837,0.008,0.4266,0.42660000920295715,0.4266,0.367790118845413,0.433909395975074,True,0.007309395975074018,0.017134074015644676,2080.4915548091826,-0.8699040840291452
TB_07+13_Mid_AA,planar_rotation,OTHERS,451.94,2.437,0.008,0.3621,0.3621000051498413,0.3621,0.3193205515498723,0.37870728080766747,True,0.01660728080766749,0.04586379676240677,2080.4915548091826,-0.8699040840291452
TB_07+13_Mid_AR,planar_rotation,OTHERS,451.94,2.437,0.008,0.3621,0.3621000051498413,0.3621,0.3193205515498723,0.37870728080766747,True,0.01660728080766749,0.04586379676240677,2080.4915548091826,-0.8699040840291452
TB_07+13_Mid_RA,planar_rotation,OTHERS,451.94,2.437,0.008,0.374,0.37400001287460327,0.374,0.3193205515498723,0.37870728080766747,True,0.004707280807667469,0.012586312319966495,2080.4915548091826,-0.8699040840291452
TB_07+13_Mid_RR,planar_rotation,OTHERS,451.94,2.437,0.008,0.3593,0.35929998755455017,0.3593,0.3193205515498723,0.37870728080766747,True,0.01940728080766746,0.054014140850730474,2080.4915548091826,-0.8699040840291452
TB_13+07_Mid_AA,planar_rotation,OTHERS,451.94,2.437,0.008,0.3607,0.36070001125335693,0.3607,0.3193205515498723,0.37870728080766747,True,0.018007280807667447,0.049923151670827406,2080.4915548091826,-0.8699040840291452
TB_13+07_Mid_AR,planar_rotation,OTHERS,451.94,2.437,0.008,0.3736,0.3736000061035156,0.3736,0.3193205515498723,0.37870728080766747,True,0.00510728080766748,0.013670451840651715,2080.4915548091826,-0.8699040840291452
TB_13+07_Mid_RA,planar_rotation,OTHERS,451.94,2.437,0.008,0.3673,0.36730000376701355,0.3673,0.3193205515498723,0.37870728080766747,True,0.011407280807667453,0.031057121719758923,2080.4915548091826,-0.8699040840291452
TB_13+07_Mid_RR,planar_rotation,OTHERS,451.94,2.437,0.008,0.3714,0.37139999866485596,0.3714,0.3193205515498723,0.37870728080766747,True,0.00730728080766746,0.019674961786934463,2080.4915548091826,-0.8699040840291452
TB_07+07_MidTop_AA,planar_rotation,OTHERS,486.14,2.097,0.008,0.4024,0.4023999869823456,0.4024,0.3442353131599651,0.40640476757013216,True,0.004004767570132184,0.00995220569118336,2080.4915548091826,-0.8699040840291452
TB_07+07_MidTop_AR,planar_rotation,OTHERS,486.14,2.097,0.008,0.4087,0.40869998931884766,0.4087,0.3442353131599651,0.40640476757013216,True,0.002295232429867844,0.005615934499309625,2080.4915548091826,-0.8699040840291452
TB_07+07_MidTop_RA,planar_rotation,OTHERS,486.14,2.097,0.008,0.4099,0.4099000096321106,0.4099,0.3442353131599651,0.40640476757013216,True,0.003495232429867823,0.008527036911119354,2080.4915548091826,-0.8699040840291452
TB_07+07_MidTop_RR,planar_rotation,OTHERS,486.14,2.097,0.008,0.4176,0.41760000586509705,0.4176,0.3442353131599651,0.40640476757013216,True,0.011195232429867863,0.026808506776503503,2080.4915548091826,-0.8699040840291452
TB_07+13_MidTop_AA,planar_rotation,OTHERS,486.14,2.697,0.008,0.3554,0.3553999960422516,0.3554,0.3035387645190514,0.36003916978865763,True,0.004639169788657638,0.013053375882548221,2080.4915548091826,-0.8699040840291452
TB_07+13_MidTop_AR,planar_rotation,OTHERS,486.14,2.697,0.008,0.3559,0.35589998960494995,0.3559,0.3035387645190514,0.36003916978865763,True,0.004139169788657637,0.011630148324410332,2080.4915548091826,-0.8699040840291452
TB_07+13_MidTop_RA,planar_rotation,OTHERS,486.14,2.697,0.008,0.3565,0.3564999997615814,0.3565,0.3035387645190514,0.36003916978865763,True,0.003539169788657648,0.009927544989222013,2080.4915548091826,-0.8699040840291452
TB_07+13_MidTop_RR,planar_rotation,OTHERS,486.14,2.697,0.008,0.3565,0.3564999997615814,0.3565,0.3035387645190514,0.36003916978865763,True,0.003539169788657648,0.009927544989222013,2080.4915548091826,-0.8699040840291452
TB_13+07_MidTop_AA,planar_rotation,OTHERS,486.14,2.697,0.008,0.3558,0.35580000281333923,0.3558,0.3035387645190514,0.36003916978865763,True,0.004239169788657626,0.011914473829841558,2080.4915548091826,-0.8699040840291452
TB_13+07_MidTop_AR,planar_rotation,OTHERS,486.14,2.697,0.008,0.3534,0.35339999198913574,0.3534,0.3035387645190514,0.36003916978865763,True,0.0066391697886576395,0.018786558541759025,2080.4915548091826,-0.8699040840291452
TB_13+07_MidTop_RA,planar_rotation,OTHERS,486.14,2.697,0.008,0.3535,0.35350000858306885,0.3535,0.3035387645190514,0.36003916978865763,True,0.0065391697886576505,0.018498358666641162,2080.4915548091826,-0.8699040840291452
TB_13+07_MidTop_RR,planar_rotation,OTHERS,486.14,2.697,0.008,0.3526,0.35260000824928284,0.3526,0.3035387645190514,0.36003916978865763,True,0.007439169788657607,0.02109804250895521,2080.4915548091826,-0.8699040840291452
CSBD_07_A,planar_rotation,OTHERS,435.693,0.7,0.0125,0.8522,0.8521999716758728,0.8522,0.595807019191897,0.7996904780857407,True,0.05250952191425928,0.06161643031478442,2080.4915548091826,-0.8699040840291452
CSBD_07_R,planar_rotation,OTHERS,435.693,0.7,0.0125,0.8596,0.8596000075340271,0.8596,0.595807019191897,0.7996904780857407,True,0.059909521914259356,0.06969465090072051,2080.4915548091826,-0.8699040840291452
CSBD_13_A,planar_rotation,OTHERS,435.793,1.3,0.0125,0.5595,0.559499979019165,0.5595,0.4372028246819454,0.597654005448484,True,0.03815400544848402,0.06819303922874713,2080.4915548091826,-0.8699040840291452
CSBD_13_R,planar_rotation,OTHERS,435.793,1.3,0.0125,0.5605,0.5605000257492065,0.5605,0.4372028246819454,0.597654005448484,True,0.03715400544848402,0.06628725325331672,2080.4915548091826,-0.8699040840291452
CSB_07_A,planar_rotation,OTHERS,491.0,0.81,0.018,0.81829,0.8182899951934814,0.81829,0.5538754627625344,0.8901282591306457,True,0.07183825913064579,0.08779070883262143,2080.4915548091826,-0.8699040840291452
CSB_07_R,planar_rotation,OTHERS,491.0,0.81,0.018,0.82229,0.8222900032997131,0.82229,0.5538754627625344,0.8901282591306457,True,0.06783825913064578,0.0824991902256452,2080.4915548091826,-0.8699040840291452
CSB_13_A,planar_rotation,OTHERS,491.0,1.41,0.018,0.69267,0.6926699876785278,0.69267,0.419802556497368,0.6899458127725405,True,0.0027241872274594847,0.003932878899706187,2080.4915548091826,-0.8699040840291452
CSB_13_R,planar_rotation,OTHERS,491.0,1.41,0.018,0.69567,0.6956700086593628,0.69567,0.419802556497368,0.6899458127725405,True,0.005724187227459487,0.008228308289073106,2080.4915548091826,-0.8699040840291452
